text,score,score_chr
"TOURISM EXPO Tourism Deputy Minister Heather Sibungo has launched the 2022 Namibia Tourism Expo.The expo, which has been on halt for the past two years due to COVID-19, is scheduled to take place from the 3 to 5 of November 2022. ",0,Neutral
  May be it where Covid19 was made and that why thay support the neo-nazis nothing would surprise me with America mafia government,1,Positive
 Sorry to hear man COVID got me in January too. :(Feel better soon ❤️,0,Neutral
   Forget also that it is proven that covid is less transmittable by vaccinated individuals,1,Positive
" Not this study of 11 million students and over 150,000 staff in 61 school districts across nine states finding mandatory masking reduced in-school transmission of covid-19 by 72 percent compared to optional masking.  ",0,Neutral
     Im so sorry for your loss Lost our sister to Covid in 4/2021. Like your Dad she was high risk. Didn’t make losing her any easier ; I’m still angry that her adult kids didn’t keep unvaccinated people away from her. Her son was living with his parents ; had people in ; out.,-4,Negative
  Sorry to hear you have it so bad Covid is no joke. I hope you get relief soon.,-2,Negative
OUR MASK MANDATE ENDS IN TWO WEEKS VAX PASS IS ALREADY GONE. WHY ARE YOU STILL HEREI don't think the root cause is Covid restrictions. ,0,Neutral
"      Exactly  People are “afraid” of a vaccine that is not harmful but not afraid of actual Covid-even if minute risk, still higher than vaccine so it’s a no brainer.",-4,Negative
   These labs are ex Soviet labs,0,Neutral
I was 9 months pregnant 11 miles from the first reported COVID case and already in quarantine. What a weird brag. ,-1,Negative
Why when the kids are 100 compliant with wearing masks?  Has COVID just magically disappeared? ,1,Positive
"naturally immune people ignored because we beat their game""I wrote the lyrics in August 2021, on day 5 of my covid fever. ",-1,Negative
As we enter Year 3 of COVID we'd like to learn ; share your organization's best practices to minimize disruptions ; maximize fundraising in this 'new normal.'We'll report on the results from this short 2min survey after entries are submitted.  THANKS!,2,Positive
 I WAS JUST GONE BCS FIRST I HAD EXAMS THEN I GOT COVID AND I COULDNT GIVE EXAMS AND THEN I DIDN'T WANT TO COME ,0,Neutral
Thanks Putin for getting rid of Covid,0,Neutral
"I get a job I catch covid I am severely ill. I slowly recover, I take a 3 day holiday (notified prior to signed  employment) after recovery. My partner then has major abdominal surgery, I ask for ONE day off in order to transport ; supervise this incredible human (my dependent)",2,Positive
Just one year back most persons of Chinese origin were facing  discrimination and racism due to Covid now this ��‍♀️ ,-2,Negative
   COVID isnt over a more contagious variant of omicron is widely circulating. We’re going to remove masking requirements for little other than political points. What kind of question is that?,-1,Negative
What does a steady rise in Covid hospital occupancy mean?Does this mean that people have been admitted because of Covid? How many have acquired it in hospital? These numbers are still quite low relatively and are not that useful without full explanation. ,2,Positive
   and covid has Nothing to do with it Im sure Just as shutting down our energy sources has nothing to do with out supply issues? hahaaha  so d0mb,-1,Negative
"  Why doesnt this surprise me BCs response to covid has been a mess. It's still a mess. Yes, most of us are vaccinated, but not necessarily protected against omicron2. What next? Oh, just open everything up and let the chips fall where they may. Brilliant.",-2,Negative
"  FYIhaving Covid DOES NOT give you immunity And need I remind you that it has been the anti vax, anti mask, anti establishment who have been dividing the country with their disgusting public temper tantrums!! Yeah, but you go ahead and blame the non protesters. So typical!",-3,Negative
 According to todays Hot spot map in the NYT New Haven county has the highest Covid rate of any New England county outside of Maine. Any theory on why this might be? college kids? Any effect on the St. Patrick's day parade?,1,Positive
" this is what we could be doing you know, instead of exposing people to COVID.There IS another way. I can see it. Why can't you? ",0,Neutral
"The 247 war"" in Ukraine coverage has a stench to it like the 24/7 ""COVID"" coverage.  Something DOES NOT feel right.",1,Positive
The world knows why these Aboriginal people are antiimmigrants. They used guns ; smallpox to kill off Aboriginal people for their land. They're walling off North America like they did in Palestine. Most recently they brought Covid-19 to the Americas. Now Q Anon is leading them. ,1,Positive
    Heart Damage is way more common and severe from Covid and more likely unvaxxed than vaxxed Why you should get vaxxed. ,-2,Negative
Covid Chronicles is available now,1,Positive
"A key spreader of devaccination misinformation is the COMUSAV movement, who claim a type of toxic bleach can treat COVID. They have now pivoted to claiming the substance can purge vaccines from the body. ",-1,Negative
Serious question what happened to the covid,0,Neutral
 will this get counted as a covid death or swine flu,-1,Negative
.. there are passages that aspire to pure poetry.' finds HERE  was well worth the Covid-enforced wait. ,4,Positive
I just got over a cold but it wasnt no COVID ��. ,-1,Negative
 Im a chronic covid carrier and am still infectious ,-1,Negative
   Prove it There are no restrictions in Canada right now for crossing provincial borders America has a requirement for covid 19 vaccination.,1,Positive
Wesley Fofana getting covid so cant make his debut back tomorrow amp; Vardy out.. wake me up when this bad luck ends  ,0,Neutral
I finally have a blanket fuck RP accounts view but the ones that properly credit art and takedown when requested and dont pretend to be let in Few minutes later I have COVID or not,-1,Negative
 Cheers mate I’m not great at being illCovid is utterly exhausting,0,Neutral
Pfizer To Begin Testing COVID Pill On Young Children ,0,Neutral
 The NHS covid pass letter It says the dates you had them on. But some places two jabs isn’t full vaccination and they expect the booster too,0,Neutral
Covid hysteria swapped out for Russia hysteria These people can be programmed endlessly. We're in trouble. ,-3,Negative
"Quantifying the effects of the COVID19 pandemic on gender equality on health, social, and economic indicators: a comprehensive review of data from March, 2020, to September, 2021",1,Positive
"Austria suspends law forcing all adults to have Covid jabs and admits the 'encroachment of fundamental rights' is not justified..."" ( ",-1,Negative
France sees Covid  infections on the rise again but hospital numbers down ,-1,Negative
"Return to offices pretend Covid is over as it cont to rage, pay high prices for gas ; food, begin student loan repayment w/ no debt forgiveness, no medical debt forgiveness, no end to record profit making by Pharma ; HC industry, Blackrock ; billionaires buying up homes…",-4,Negative
COVID19 Survivor       ,1,Positive
new covid just dropped ,0,Neutral
 youre living the right way if more people had your attitude then covid truly would've been a thing of the past,1,Positive
The antiviral pill is currently authorized for people over the age of 12 ,0,Neutral
 I dont think Masks cut your chance of getting Covid at any particular time by half” is the argument against masking he thinks it is….,0,Neutral
"I mean the answer to What's the economic upside of eliminating masking safety?"" was always clear and obvious. That the question has yet to be asked is the pressing concern...  � ",0,Neutral
 let us find out they realy shut down bio labs in ukrain. after covid..  every one happy with cfovid is  helpping ukrain,1,Positive
" She has ultimately found out s ppl dun wanna see her  puppets in  do everything to please Xi Jinping. All their measures, like mandatory testing are just waste of resources. All COVID measues in  hv nth to do w/ science!",-1,Negative
